states_or_union_territories,district,year,murder,rape,kidnapping_and_abduction_of_women_and_girls,kidnapping_and_abduction_of_others,dacoity,robbery,thefts,riots,criminal_breach_of_trust,cheating,arson,hurt_or_grievous_hurt,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,insult_to_modesty_of_women,cruelty_by_husband_or_his_relatives,causing_death_by_negligence,total_ipc_crimes
HARYANA,PANCHKULA,2007,18.0,11.0,9.0,16.0,1.0,9.0,216.0,2.0,4.0,47.0,,44.0,,9.0,,70.0,1.0,1264.0
HARYANA,PANIPAT,2007,35.0,34.0,24.0,9.0,4.0,23.0,664.0,37.0,26.0,15.0,5.0,210.0,11.0,13.0,18.0,63.0,252.0,2368.0
HARYANA,REWARI,2007,18.0,22.0,29.0,6.0,7.0,35.0,334.0,61.0,43.0,35.0,10.0,219.0,12.0,30.0,1.0,76.0,4.0,2318.0
HARYANA,ROHTAK,2007,56.0,18.0,20.0,10.0,7.0,20.0,472.0,56.0,36.0,62.0,6.0,187.0,31.0,18.0,32.0,92.0,220.0,2306.0
HARYANA,SIRSA,2007,29.0,23.0,14.0,7.0,3.0,14.0,357.0,38.0,22.0,46.0,14.0,326.0,5.0,21.0,,154.0,6.0,1972.0
HARYANA,SONIPAT,2007,75.0,24.0,26.0,16.0,8.0,26.0,454.0,10.0,10.0,10.0,18.0,314.0,16.0,30.0,27.0,149.0,268.0,2664.0
HARYANA,YAMUNANAGAR,2007,32.0,25.0,33.0,2.0,1.0,21.0,371.0,3.0,9.0,41.0,5.0,214.0,6.0,17.0,,76.0,,1782.0
HIMACHAL PRADESH,BILASPUR,2007,1.0,6.0,9.0,2.0,,6.0,81.0,34.0,15.0,18.0,12.0,57.0,,33.0,1.0,28.0,44.0,1104.0
HIMACHAL PRADESH,CHAMBA,2007,9.0,15.0,11.0,,,,54.0,21.0,3.0,8.0,10.0,72.0,,20.0,1.0,6.0,66.0,780.0
HIMACHAL PRADESH,HIMACHAL PRADESH_GRP,2007,,,,,,,3.0,1.0,,,,,,,,,,4.0
HIMACHAL PRADESH,HAMIRPUR,2007,7.0,5.0,15.0,1.0,,1.0,67.0,32.0,5.0,9.0,15.0,245.0,1.0,29.0,13.0,35.0,26.0,1122.0
HIMACHAL PRADESH,KANGRA,2007,22.0,20.0,19.0,6.0,,1.0,125.0,136.0,12.0,31.0,13.0,197.0,3.0,38.0,4.0,72.0,6.0,2211.0
HIMACHAL PRADESH,KINNAUR,2007,7.0,9.0,1.0,,,,12.0,13.0,6.0,5.0,1.0,11.0,,1.0,,4.0,20.0,215.0
HIMACHAL PRADESH,KULLU,2007,11.0,22.0,11.0,1.0,1.0,2.0,74.0,64.0,5.0,20.0,5.0,51.0,,22.0,3.0,18.0,48.0,1020.0
HIMACHAL PRADESH,LAHAUL & SPITI,2007,1.0,1.0,1.0,,,,3.0,3.0,,,,3.0,,1.0,,,13.0,81.0
HIMACHAL PRADESH,MANDI,2007,14.0,30.0,23.0,2.0,,3.0,117.0,68.0,23.0,21.0,32.0,112.0,,70.0,6.0,60.0,81.0,2203.0
HIMACHAL PRADESH,SHIMLA,2007,15.0,27.0,26.0,2.0,,9.0,246.0,111.0,22.0,47.0,37.0,64.0,1.0,46.0,,44.0,96.0,2126.0
HIMACHAL PRADESH,SIRMAUR,2007,16.0,7.0,9.0,3.0,,,69.0,61.0,7.0,12.0,4.0,41.0,,26.0,,26.0,65.0,789.0
HIMACHAL PRADESH,SOLAN,2007,10.0,8.0,16.0,1.0,2.0,,143.0,70.0,23.0,24.0,10.0,364.0,3.0,26.0,,30.0,82.0,1620.0
HIMACHAL PRADESH,UNA,2007,14.0,9.0,9.0,3.0,2.0,1.0,98.0,35.0,11.0,17.0,2.0,101.0,,10.0,5.0,19.0,50.0,947.0
JAMMU & KASHMIR,ANANTNAG,2007,9.0,16.0,65.0,,,5.0,120.0,92.0,11.0,39.0,17.0,54.0,,57.0,29.0,,31.0,1310.0
JAMMU & KASHMIR,PULWAMA,2007,13.0,5.0,11.0,2.0,,4.0,35.0,22.0,2.0,3.0,1.0,,,29.0,7.0,,13.0,377.0
JAMMU & KASHMIR,BARAMULLA,2007,47.0,31.0,90.0,12.0,4.0,3.0,181.0,83.0,8.0,16.0,23.0,19.0,,93.0,28.0,2.0,,1544.0
JAMMU & KASHMIR,BORDER,2007,9.0,6.0,7.0,3.0,,,62.0,32.0,2.0,12.0,,8.0,2.0,11.0,3.0,3.0,1.0,637.0
JAMMU & KASHMIR,BUDGAM,2007,5.0,17.0,72.0,,,9.0,176.0,111.0,2.0,21.0,8.0,3.0,,118.0,31.0,,8.0,1336.0
JAMMU & KASHMIR,JAMMU,2007,,,,,,,,,,43.0,,,,,,,,44.0
JAMMU & KASHMIR,SRINAGAR,2007,,,,,,,,,12.0,67.0,,,,,,,,79.0
JAMMU & KASHMIR,DODA,2007,35.0,28.0,28.0,2.0,4.0,5.0,67.0,13.0,5.0,9.0,16.0,28.0,,26.0,5.0,13.0,5.0,947.0
JAMMU & KASHMIR,GANDERBAL,2007,11.0,5.0,45.0,,,4.0,58.0,92.0,4.0,12.0,11.0,5.0,,73.0,3.0,5.0,6.0,622.0
JAMMU & KASHMIR,KUPWARA,2007,12.0,15.0,22.0,,1.0,3.0,58.0,33.0,5.0,3.0,2.0,3.0,,62.0,9.0,2.0,,440.0
